file_name,iteration,timestamp_ms,main_pid,main_name,executable_type,system_os,system_cpu,system_gpu,system_ram,cpu_cores,cpu_threads,node_version,npm_version,build_commands_used,start_ms,end_ms,duration_ms,duration_s,success,process_count
01-dist_unpacked-startup.json,36,,16740,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170138470,1748170140489,2019,2.02,True,
01-dist_unpacked-startup.json,37,,22624,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170140723,1748170142764,2041,2.04,True,
01-dist_unpacked-startup.json,38,,24808,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170142915,1748170144937,2022,2.02,True,
01-dist_unpacked-startup.json,39,,21648,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170145089,1748170147094,2005,2.0,True,
01-dist_unpacked-startup.json,40,,24924,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170147144,1748170149154,2010,2.01,True,
01-dist_unpacked-startup.json,41,,26160,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170149222,1748170151229,2007,2.01,True,
01-dist_unpacked-startup.json,42,,26316,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170151285,1748170153294,2009,2.01,True,
01-dist_unpacked-startup.json,43,,26524,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170153334,1748170155344,2010,2.01,True,
01-dist_unpacked-startup.json,44,,11448,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170155450,1748170157458,2008,2.01,True,
01-dist_unpacked-startup.json,45,,25360,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170157499,1748170159504,2005,2.0,True,
01-dist_unpacked-startup.json,46,,25496,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170159547,1748170161553,2006,2.01,True,
01-dist_unpacked-startup.json,47,,26452,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170161595,1748170163603,2008,2.01,True,
01-dist_unpacked-startup.json,48,,26480,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170163678,1748170165684,2006,2.01,True,
01-dist_unpacked-startup.json,49,,4376,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170165730,1748170167734,2004,2.0,True,
01-dist_unpacked-startup.json,50,,11308,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170167778,1748170169784,2006,2.01,True,
AVERAGES,,,,,,,,,,,,,,,,,2072.7,2.07,,
,,,,,,,,,,,,,,,,,,,,
